LOCCODE,PreK_Type,Borough,LocName,NOTE,phone,address,Postcode,Day_Length,Seats,X,Y,Email,MEALS,Website,INDOOR_OUTDOOR,EXTENDED_DAY,SEMS_CODE,Latitude,Longitude,Community Board,Council District ,Census Tract,BIN,BBL,NTA
KAOQ,NYCEEC,K,Yeshiva Of Kings Bay,,718-646-8500,2611 Ave Z,11235,3,18,1000029,154006,myz@ykb.us,5,,9,3,22KAOQ,40.589179,-73.943404,15,48,596,3204595,3074420011,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             
KBES,NYCEEC,K,Bushwick United HDFC 6,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-453-5500,200 Central Ave,11221,1,64,1004804,193693,REGINAR@BUSHWICKUNITED.ORG,3,http://bushwickunited.org,2,1,32KBES,40.698397,-73.925727,4,34,423,3073408,3032280020,Bushwick South                                                             
K287,DOE,K,P.S. 287 Bailey K Ashford,,718-834-4745,50 Navy St,11201,1,54,989554,193596,jfrancois5@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/13/k287,3,3,13K287,40.697901,-73.98054,2,35,23,3000203,3001110001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
KADP,NYCEEC,K,Gan DCC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-435-2812,4206 - 10 15th Ave,11219,1,47,988683,171061,gandaycare@verizon.net,5,,9,3,20KADP,40.636182,-73.983758,12,44,232,3135986,3056000037,Borough Park                                                               
KCKK,NYCEEC,K,992 Gates Avenue,,718-483-9553,992 Gates Ave,11221,3,42,1005406,190355,adaptivesolutions1@gmail.com,5,,9,3,17KCKK,40.6893,-73.923685,3,41,375,3039623,3014800002,Stuyvesant Heights                                                         
KBVD,NYCEEC,K,Nuestros Ninos DCC III,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-388-5000,161 South 3rd St,11211,1,13,994991,198771,aaccoo702am@gmail.com,3,,7,1,14KBVD,40.712106,-73.961371,1,34,551,3063127,3024180031,North Side-South Side                                                      
KBQK,NYCEEC,K,Sephardic Community Center,,718-627-4300,1901 Ocean Pkwy,11223,3,15,993771,158685,barry@scclive.org,5,,9,3,21KBQK,40.60211,-73.966289,15,47,416,3190468,3070880001,Homecrest                                                                  
KBXT,NYCEEC,K,"New Generation Learning Center, Inc.",,718-941-0404,2597 Bedford Ave,11226,1,18,997026,172434,day1gen@yahoo.com,5,,9,3,22KBXT,40.64,-73.954207,17,45,790,3120344,3052110026,Erasmus                                                                    
K276,DOE,K,P.S. 276 Louis Marshall,,718-241-5757,1070 East 83 St,11236,1,144,1009786,170188,yfideli@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/18/k276,3,3,18K276,40.634085,-73.907925,18,46,996,3225637,3080340001,Canarsie                                                                   
KBQV,NYCEEC,K,Fantasia DCC,,718-646-6738,2743 Ocean Ave,11229,1,33,998090,155851,fantasiadcc@hotmail.com,2,http://fantasiadaycare.com,7,1,22KBQV,40.594304,-73.950436,15,48,59401,3202176,3074050066,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             
KBRL,NYCEEC,K,"Tiny Tots Express, Inc.",,718-338-9561,3321 Ave N,11234,1,15,1000484,164353,ttexpressinc@aol.com,8,http://tinytotsexpressinc.webs.com,7,1,22KBRL,40.617562,-73.941975,18,45,746,3210450,3076690002,Flatlands                                                                  
KBGC,NYCEEC,K,Yeled V'Yalda,,718-514-8930,1377 42nd St,11219,3,17,988159,171649,rherbst@yeled.org,6,http://yeled.org,6,1,20KBGC,40.638033,-73.98651,12,39,232,3135754,3055940046,Borough Park                                                               
KCKG,NYCEEC,K,Rockgate DCC 1,,718-348-7414,770 - 784 Glenmore Ave,11208,1,25,1017056,185285,jrockgate@gmail.com,3,,6,1,19KCKG,40.675288,-73.88177,5,37,1166,3088977,3040040012,East New York                                                              
K112,DOE,K,P.S. 112 Lefferts Park,,718-232-0685,7301 15 Ave,11228,1,20,983812,164596,LVerdem@schools.nyc.gov,5,http://schools.nyc.gov/schoolportals/20/k112,9,3,20K112,40.618718,-74.001898,11,43,188,3253521,3062020006,Bensonhurst West                                                           
K323,DOE,K,P.S. / I.S. 323,,718-495-7781,210 Chester St,11212,1,36,1008890,182134,lharris7@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/23/k323,3,3,23K323,40.666545,-73.910904,16,41,924,3081442,3035420001,Brownsville                                                                
KBXL,NYCEEC,K,A.C.E. Integration Head Start,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-443-3917,1419 - 23 Broadway,11221,1,63,1006362,190197,lydiawilliams.aceheadstart@aol.com,3,http://aceintegration.org,7,2,32KBXL,40.688518,-73.920315,4,34,397,3251950,3033570006,Bushwick South                                                             
KBSB,NYCEEC,K,"HCHC, Inc.",,718-443-3917,1419 Broadway,11221,1,10,1006406,190170,vera.gregory@aceintegration.org,3,,4,2,32KBSB,40.688518,-73.920315,4,34,397,3251950,3033570006,Bushwick South                                                             
KAZC,NYCEEC,K,Talmud Torah Ohr Moshe,,718-234-6100,1774 58th St,11204,1,20,988008,166331,ttohrmoshe@gmail.com,5,,9,3,20KAZC,40.623606,-73.986815,12,44,244,3131451,3055040037,Borough Park                                                               
KBKF,NYCEEC,K,Williamsburg CCC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,347-943-7682,110 Taylor St,11249,1,14,994313,196216,donatod@e-s-s.org,3,http://essny.org,7,1,14KBKF,40.705423,-73.963835,1,33,545,3341989,3021760001,Williamsburg                                                               
KBLS,NYCEEC,K,Sumner Children's Center,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-455-3471,860 Park Ave,11206,1,29,1000711,193640,ejaffe@bksny.org,3,http://bksny.org,7,1,14KBLS,40.698576,-73.940801,3,36,28502,3324728,3015800001,Stuyvesant Heights                                                         
K119,DOE,K,P.S. 119 Amersfort,,718-377-7696,3829 Ave K,11210,1,36,1001254,167364,lfernan5@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/22/k119,3,3,22K119,40.625662,-73.938265,18,45,734,3215816,3077860001,Flatlands                                                                  
KBJO,NYCEEC,K,"Yeled V'Yalda ECC, Inc.",,718-854-6922,1349 / 53 50th St,11219,3,44,986692,170199,Sschwartz@yeled.org,3,,3,1,20KBJO,40.63382,-73.991609,12,44,236,3137766,3056420053,Borough Park                                                               
KBTC,NYCEEC,K,Brightside Academy - Belmont,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-346-1064,50 Belmont Ave,11212,1,48,1009679,182868,msteele@brightsideacademy.com,5,http://brightsideacademy.com,7,1,23KBTC,40.668708,-73.908414,16,41,906,3081140,3035260215,Brownsville                                                                
K106,DOE,K,P.S. 106 Edward Everett Hale,,718-574-0261,1328 Putnam Ave,11221,1,36,1008466,192021,rflores@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/32/k106,3,3,32K106,40.693879,-73.913056,4,37,435,3077286,3033770001,Bushwick North                                                             
KAAS,NYCEEC,K,Associated Beth Rivkah School - UPK,,718-735-0400,470 Lefferts Ave,11225,3,80,999262,180626,stenenbaum@bethrivkah.edu,5,,9,3,17KAAS,40.662647,-73.945959,9,40,806,3035454,3013310019,Prospect Lefferts Gardens-Wingate                                          
K190,DOE,K,P.S. 190 Sheffield,,718-346-8780,590 Sheffield Ave,11207,1,18,1013461,180625,ssantiago11@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/19/k190,3,3,19K190,40.662326,-73.894441,5,42,1128,3085491,3038380018,East New York (Pennsylvania Ave)                                           
K153,DOE,K,P.S. 153 Homecrest,,718-375-4484,1970 Homecrest Ave,11229,1,64,995364,158309,csanta@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/21/k153,3,3,21K153,40.601617,-73.959779,15,48,556,3196677,3072910030,Homecrest                                                                  
KCII,NYCEEC,K,Kings Bay Y At North Williamsburg,,718-407-6388,14 Hope St,11211,1,35,996088,199246,swaller@northwilliamsburgy.org,5,http://northwilliamsburgy.org,2,1,14KCII,40.713735,-73.957349,1,34,519,3062679,3023837503,North Side-South Side                                                      
K095,DOE,K,P.S. 095 The Gravesend,,718-449-5050,345 Van Sicklen St,11223,1,36,991224,156323,jndzibah@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/21/k095,3,3,21K095,40.595698,-73.97518,15,47,398,3192661,3071230066,Gravesend                                                                  
KBEZ,NYCEEC,K,Friends Of Crown Heights Educational Center #11,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,929-234-5010,995 Carroll St,11225,1,57,996138,182583,Vgbenedio@foch.biz,3,http://fochdaycare.org,3,1,17KBEZ,40.66771,-73.957331,9,35,325,3033470,3012800054,Crown Heights South                                                        
K100,DOE,K,P.S. 100 The Coney Island School,,718-266-9477,2951 West 3 St,11224,1,36,992317,149702,ctozzi@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/21/k100,3,3,21K100,40.57732,-73.971313,13,48,35602,3196595,3072810001,West Brighton                                                              
KBJI,NYCEEC,K,Marcy Children's Center,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-855-7252,494 Marcy Ave,11206,1,20,998055,193639,betinolr@e-s-s.org,3,,7,1,14KBJI,40.698084,-73.949756,3,36,255,3325586,3017190001,Bedford                                                                    
K384,DOE,K,P.S. / I.S. 384 Frances E Carter,,718-574-0382,242 Cooper St,11207,1,36,1010671,190713,praulli@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/32/k384,3,3,32K384,40.690353,-73.904803,4,37,409,3080043,3034420001,Bushwick North                                                             
K397,DOE,K,P.S. 397 Foster - Laurie,,718-774-5200,490 Fenimore St,11203,1,12,999116,179285,ncolon@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/17/k397,3,3,17K397,40.658939,-73.94629,9,40,810,3107315,3048150020,Prospect Lefferts Gardens-Wingate                                          
Z067,DOE,K,Pre - K Center At 1355 84th Street,,718-621-8510,1355 84th St,11228,1,100,981193,163156,DGounar@schools.nyc.gov,5,,9,3,20Z067,40.614466,-74.011425,10,43,150,3335077,3063090048,Dyker Heights                                                              
K029,DOE,K,P.S. 029 John M Harrigan,,718-330-9277,425 Henry St,11201,1,54,984883,189545,rfagin@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/15/k029,3,3,15K029,40.686951,-73.99806,6,39,45,3255627,3003110001,Carroll Gardens-Columbia Street-Red Hook                                   
KBJS,NYCEEC,K,Friends Of Crown Heights 10,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,929-234-2821,1491 Bedford Ave,11216,1,51,996876,183970,Alexander@fochdaycare.org,3,http://fochdaycare.org,3,1,17KBJS,40.671739,-73.954672,8,35,219,3032188,3012530007,Crown Heights North                                                        
KADW,NYCEEC,K,Brooklyn Amity School,,718-891-6100,3867 Shr Pkwy,11235,1,30,1003138,153054,kidschoicepreschool@verizon.net,5,,9,3,22KADW,40.586329,-73.93226,15,48,598,3247917,3088060017,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             
KBTE,NYCEEC,K,Brightside Academy - Broadway,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-455-1612,1491 Broadway,11221,1,55,1007026,189699,rinman@brightsideacademy.com,5,http://brightsideacademy.com,6,1,32KBTE,40.687309,-73.918192,4,37,397,3394519,3033800005,Bushwick South                                                             
KCOW,NYCEEC,K,Little Scholars Learning Center,,718-373-7046,52 Quentin Rd,11223,1,18,988502,159761,littlescholarsnyc@gmail.com,5,,9,3,21KCOW,40.605325,-73.984727,11,44,428,3176456,3066450002,Bensonhurst East                                                           
K161,DOE,K,P.S. 161 The Crown,,718-756-3100,330 Crown St,11225,1,36,998338,181915,mjohnso10@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/17/k161,3,3,17K161,40.666181,-73.949013,9,35,319,3034181,3012970026,Crown Heights South                                                        
KBSD,NYCEEC,K,"Salvation Army, Bushwick",<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-455-0100,1151 Bushwick Ave,11221,1,20,1007190,190417,Indhira.Reyes@use.salvationarmy.org,3,,3,1,32KBSD,40.689133,-73.917483,4,34,399,3077163,3033740001,Bushwick South                                                             
K335,DOE,K,P.S. 335 Granville T Woods,,718-493-7736,130 Rochester Ave,11213,1,36,1004167,184956,principalthompson335@gmail.com,2,http://schools.nyc.gov/schoolportals/16/k335,3,3,16K335,40.674656,-73.927794,8,36,307,3035887,3013550023,Crown Heights North                                                        
KCME,NYCEEC,K,Bka Utica,,718-953-9011,250 Utica Ave,11213,1,20,1003343,183392,office@brooklynkidsny.org,5,,9,3,17KCME,40.670102,-73.931011,8,35,351,3398400,3013840051,Crown Heights North                                                        
K677,DOE,K,East New York Elementary School Of Excellence,,718-272-6075,605 Shepherd Ave,11208,1,30,1017717,183231,jtouzin@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/19/k677,7,3,19K677,40.669387,-73.879614,5,42,1164,3090219,3040690001,East New York                                                              
KBUF,NYCEEC,K,Butterfly,,718-677-9343,2810 Nostrand Ave,11229,1,18,999521,163428,margarita.karimova24@gmail.com,5,http://brooklyn-butterfly.com,9,3,22KBUF,40.615724,-73.944776,15,45,642,3211291,3076900051,Madison                                                                    
KBXU,NYCEEC,K,Yeled V?yalda,,718-514-8928,1200 Ocean Pkwy,11230,3,12,992520,164995,fbomrind@yeled.org,5,http://yeled.org,9,3,21KBXU,40.619565,-73.969609,12,44,448,3256733,3054951000,Ocean Parkway South                                                        
KCNP,NYCEEC,K,Little Sunshine Preschool,,347-921-1815,1815 85th St,11214,1,54,983845,160708,nylittlesunshinepreschool@gmail.com,5,,9,3,20KCNP,40.607399,-74.001235,11,47,278,3398583,3063320071,Bensonhurst West                                                           
KBWV,NYCEEC,K,St. Johns Place Family Center Day Care Program,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-771-7720,1620 Saint Johns Pl,11233,1,19,1005321,183387,carolyn@stjohnsplace.org,3,http://stjohnsplace.org,7,1,17KBWV,40.670202,-73.924133,8,41,359,3037204,3013870024,Crown Heights North                                                        
Z073,NYCEEC,K,Pre - K Center At 7415 Ft. Hamilton Parkway,,718-333-5745,7415 Ft Hamilton Pkwy,11228,1,300,979897,167343,DGounar@schools.nyc.gov,5,,9,3,20Z073,40.626158,-74.015894,10,43,206,3148471,3059340001,Dyker Heights                                                              
KCIZ,NYCEEC,K,Al Madinah School Site 2,,718-222-4986,2015 64 St,11204,1,15,988538,164029,almadinahinfo@gmail.com,2,http://almadinah-school.com,2,1,20KCIZ,40.616804,-73.984692,11,47,254,3133294,3055420072,Bensonhurst West                                                           
